File1_Index,File2_Index,File1_Description,File2_Description,Similarity_Score
74,10,"cctv viewed , following seen cameras 647 , 633 , 632 , 634 11.17 passenger seen t-junction , acting irrationally aggressive , possibly influence drugs , swinging kicking around . 11:19 call csa9698812 , assaulted , punched pushed banana tunnel wall , bystanders broke fight . csa 9852772 , attending , taking csa9698812 place safety . runs towards t-junction . css9815013 site bwc . 11.20 call made 999 btp , ref 233 11.20 banana tunnel closed vic gateline t-junction , csa9839264 csa9817675 , csa 9852772 , redirecting passengers . las called , ref 043 csa9828212 got kicked leg , coming close trying calm 11.24 917 called css9815013 btp 11.25 returns banana tunnel aggressive , threating violent towards staff passenger , throwing water absorbing pillows cones . staff try calm , without success . 11.27 strips shirt trousers , pcso 9313 scene , first talking passenger . 11.29 becoming aggressive cuffed pinned floor btp , still spitting aggressive . 11.34 duty met 1763t btp5858 , 4389 arrive assist . 11.35 spit kit used abm arrive clean . btp arrive , 3653 . 11.45 carried station via lift 4 wag 23 upto wilton road btp van . aggressive , violent abusive throughout whole incident towards staff btp . banana tunnel reopened abm attended spit floor . 11.52 las cancelled . csa9698812 csa9828212 taken btp office take statements .","morning pti platform 3 & 4 heard woman shouting language couldnt understand . individual shouting customers walking swearing english rest another language , went check ( train left platform 3 ) carried verbally aggressive customers . css mobile called , escorted platform 2 take uxbridge train . body worn didnt work straight away . n : 255707",0.816975
75,10,"cctv viewed , following seen cameras 647 , 633 , 632 , 634 11.17 passenger seen t-junction , acting irrationally aggressive , possibly influence drugs , swinging kicking around . 11:19 call csa9698812 , assaulted , punched pushed banana tunnel wall , bystanders broke fight . csa 9852772 , attending , taking csa9698812 place safety . runs towards t-junction . css9815013 site bwc . 11.20 call made 999 btp , ref 233 11.20 banana tunnel closed vic gateline t-junction , csa9839264 csa9817675 , csa 9852772 , redirecting passengers . las called , ref 043 csa9828212 got kicked leg , coming close trying calm 11.24 917 called css9815013 btp 11.25 returns banana tunnel aggressive , threating violent towards staff passenger , throwing water absorbing pillows cones . staff try calm , without success . 11.27 strips shirt trousers , pcso 9313 scene , first talking passenger . 11.29 becoming aggressive cuffed pinned floor btp , still spitting aggressive . 11.34 duty met 1763t btp5858 , 4389 arrive assist . 11.35 spit kit used abm arrive clean . btp arrive , 3653 . 11.45 carried station via lift 4 wag 23 upto wilton road btp van . aggressive , violent abusive throughout whole incident towards staff btp . banana tunnel reopened abm attended spit floor . 11.52 las cancelled . csa9698812 csa9828212 taken btp office take statements .","morning pti platform 3 & 4 heard woman shouting language couldnt understand . individual shouting customers walking swearing english rest another language , went check ( train left platform 3 ) carried verbally aggressive customers . css mobile called , escorted platform 2 take uxbridge train . body worn didnt work straight away . n : 255707",0.816975
78,10,"around 10:40 black wearing greyish/turquoise tracksuit bottoms black top approached staff gate line . influence alcohol bottle vodka hand . wanted let use toilet . csa mk recognised man earlier morning harassing . member staff went open wag gate , however stood close gate sensors gate wouldnt open immediately . asked step back gate opened . wet point started aggressive towards staff . csa nj arrived gate line seeing happening asked csa mk go mess room break noticed looked uncomfortable close personal space . throwing hands air ; said csa nj wants fight . css hb got csa nj managed get station office . door closed behind , started kicking door urinated . css hb started recording using bwv . getting css hb face yelled saying you cant touch , call police , going anything it . css hb dialled 999 call , grabbed phone hand pushed right shoulder . css hb asked phone back handing battery cover come , picked threw css hb . luckily , cover hit css hb . abm supervisor distracted css hb managed get station office . pushed abm supervisor went shout tenants barber shop . walked around station ticket hall swearing anyone wearing uniform/hi-vi btp arrived . btp arrived 11:00 arrested . left station around 11:15. sm informed incident .","morning pti platform 3 & 4 heard woman shouting language couldnt understand . individual shouting customers walking swearing english rest another language , went check ( train left platform 3 ) carried verbally aggressive customers . css mobile called , escorted platform 2 take uxbridge train . body worn didnt work straight away . n : 255707",0.80686843
78,18,"around 10:40 black wearing greyish/turquoise tracksuit bottoms black top approached staff gate line . influence alcohol bottle vodka hand . wanted let use toilet . csa mk recognised man earlier morning harassing . member staff went open wag gate , however stood close gate sensors gate wouldnt open immediately . asked step back gate opened . wet point started aggressive towards staff . csa nj arrived gate line seeing happening asked csa mk go mess room break noticed looked uncomfortable close personal space . throwing hands air ; said csa nj wants fight . css hb got csa nj managed get station office . door closed behind , started kicking door urinated . css hb started recording using bwv . getting css hb face yelled saying you cant touch , call police , going anything it . css hb dialled 999 call , grabbed phone hand pushed right shoulder . css hb asked phone back handing battery cover come , picked threw css hb . luckily , cover hit css hb . abm supervisor distracted css hb managed get station office . pushed abm supervisor went shout tenants barber shop . walked around station ticket hall swearing anyone wearing uniform/hi-vi btp arrived . btp arrived 11:00 arrested . left station around 11:15. sm informed incident .","ic1 wearing black tracksuit hoodie , 17 years age sitting cou course floor . approached stated hes life , prison 9 months family members go . left station distressed around 30 minutes came back attempting push barriers . stopped ran . btp attended station",0.80511177
78,66,"around 10:40 black wearing greyish/turquoise tracksuit bottoms black top approached staff gate line . influence alcohol bottle vodka hand . wanted let use toilet . csa mk recognised man earlier morning harassing . member staff went open wag gate , however stood close gate sensors gate wouldnt open immediately . asked step back gate opened . wet point started aggressive towards staff . csa nj arrived gate line seeing happening asked csa mk go mess room break noticed looked uncomfortable close personal space . throwing hands air ; said csa nj wants fight . css hb got csa nj managed get station office . door closed behind , started kicking door urinated . css hb started recording using bwv . getting css hb face yelled saying you cant touch , call police , going anything it . css hb dialled 999 call , grabbed phone hand pushed right shoulder . css hb asked phone back handing battery cover come , picked threw css hb . luckily , cover hit css hb . abm supervisor distracted css hb managed get station office . pushed abm supervisor went shout tenants barber shop . walked around station ticket hall swearing anyone wearing uniform/hi-vi btp arrived . btp arrived 11:00 arrested . left station around 11:15. sm informed incident .","aged approximately 40 wearing blue black tracksuit filming poms went station , came back gate line minutes tapped started film bottom lift 1. randy sst ask man everything okay became agitated aggressive asked police . left station , thought behaviour suspicious reported css mariatu advised complete waasb .",0.82399297
79,10,"around 10:40 black wearing greyish/turquoise tracksuit bottoms black top approached staff gate line . influence alcohol bottle vodka hand . wanted let use toilet . csa mk recognised man earlier morning harassing . member staff went open wag gate , however stood close gate sensors gate wouldnt open immediately . asked step back gate opened . wet point started aggressive towards staff . csa nj arrived gate line seeing happening asked csa mk go mess room break noticed looked uncomfortable close personal space . throwing hands air ; said csa nj wants fight . css hb got csa nj managed get station office . door closed behind , started kicking door urinated . css hb started recording using bwv . getting css hb face yelled saying you cant touch , call police , going anything it . css hb dialled 999 call , grabbed phone hand pushed right shoulder . css hb asked phone back handing battery cover come , picked threw css hb . luckily , cover hit css hb . abm supervisor distracted css hb managed get station office . pushed abm supervisor went shout tenants barber shop . walked around station ticket hall swearing anyone wearing uniform/hi-vi btp arrived . btp arrived 11:00 arrested . left station around 11:15. sm informed incident .","morning pti platform 3 & 4 heard woman shouting language couldnt understand . individual shouting customers walking swearing english rest another language , went check ( train left platform 3 ) carried verbally aggressive customers . css mobile called , escorted platform 2 take uxbridge train . body worn didnt work straight away . n : 255707",0.80686843
79,18,"around 10:40 black wearing greyish/turquoise tracksuit bottoms black top approached staff gate line . influence alcohol bottle vodka hand . wanted let use toilet . csa mk recognised man earlier morning harassing . member staff went open wag gate , however stood close gate sensors gate wouldnt open immediately . asked step back gate opened . wet point started aggressive towards staff . csa nj arrived gate line seeing happening asked csa mk go mess room break noticed looked uncomfortable close personal space . throwing hands air ; said csa nj wants fight . css hb got csa nj managed get station office . door closed behind , started kicking door urinated . css hb started recording using bwv . getting css hb face yelled saying you cant touch , call police , going anything it . css hb dialled 999 call , grabbed phone hand pushed right shoulder . css hb asked phone back handing battery cover come , picked threw css hb . luckily , cover hit css hb . abm supervisor distracted css hb managed get station office . pushed abm supervisor went shout tenants barber shop . walked around station ticket hall swearing anyone wearing uniform/hi-vi btp arrived . btp arrived 11:00 arrested . left station around 11:15. sm informed incident .","ic1 wearing black tracksuit hoodie , 17 years age sitting cou course floor . approached stated hes life , prison 9 months family members go . left station distressed around 30 minutes came back attempting push barriers . stopped ran . btp attended station",0.80511177
79,66,"around 10:40 black wearing greyish/turquoise tracksuit bottoms black top approached staff gate line . influence alcohol bottle vodka hand . wanted let use toilet . csa mk recognised man earlier morning harassing . member staff went open wag gate , however stood close gate sensors gate wouldnt open immediately . asked step back gate opened . wet point started aggressive towards staff . csa nj arrived gate line seeing happening asked csa mk go mess room break noticed looked uncomfortable close personal space . throwing hands air ; said csa nj wants fight . css hb got csa nj managed get station office . door closed behind , started kicking door urinated . css hb started recording using bwv . getting css hb face yelled saying you cant touch , call police , going anything it . css hb dialled 999 call , grabbed phone hand pushed right shoulder . css hb asked phone back handing battery cover come , picked threw css hb . luckily , cover hit css hb . abm supervisor distracted css hb managed get station office . pushed abm supervisor went shout tenants barber shop . walked around station ticket hall swearing anyone wearing uniform/hi-vi btp arrived . btp arrived 11:00 arrested . left station around 11:15. sm informed incident .","aged approximately 40 wearing blue black tracksuit filming poms went station , came back gate line minutes tapped started film bottom lift 1. randy sst ask man everything okay became agitated aggressive asked police . left station , thought behaviour suspicious reported css mariatu advised complete waasb .",0.82399297
80,10,"around 10:40 black wearing greyish/turquoise tracksuit bottoms black top approached staff gate line . influence alcohol bottle vodka hand . wanted let use toilet . csa mk recognised man earlier morning harassing . member staff went open wag gate , however stood close gate sensors gate wouldnt open immediately . asked step back gate opened . wet point started aggressive towards staff . csa nj arrived gate line seeing happening asked csa mk go mess room break noticed looked uncomfortable close personal space . throwing hands air ; said csa nj wants fight . css hb got csa nj managed get station office . door closed behind , started kicking door urinated . css hb started recording using bwv . getting css hb face yelled saying you cant touch , call police , going anything it . css hb dialled 999 call , grabbed phone hand pushed right shoulder . css hb asked phone back handing battery cover come , picked threw css hb . luckily , cover hit css hb . abm supervisor distracted css hb managed get station office . pushed abm supervisor went shout tenants barber shop . walked around station ticket hall swearing anyone wearing uniform/hi-vi btp arrived . btp arrived 11:00 arrested . left station around 11:15. sm informed incident .","morning pti platform 3 & 4 heard woman shouting language couldnt understand . individual shouting customers walking swearing english rest another language , went check ( train left platform 3 ) carried verbally aggressive customers . css mobile called , escorted platform 2 take uxbridge train . body worn didnt work straight away . n : 255707",0.80686843
80,18,"around 10:40 black wearing greyish/turquoise tracksuit bottoms black top approached staff gate line . influence alcohol bottle vodka hand . wanted let use toilet . csa mk recognised man earlier morning harassing . member staff went open wag gate , however stood close gate sensors gate wouldnt open immediately . asked step back gate opened . wet point started aggressive towards staff . csa nj arrived gate line seeing happening asked csa mk go mess room break noticed looked uncomfortable close personal space . throwing hands air ; said csa nj wants fight . css hb got csa nj managed get station office . door closed behind , started kicking door urinated . css hb started recording using bwv . getting css hb face yelled saying you cant touch , call police , going anything it . css hb dialled 999 call , grabbed phone hand pushed right shoulder . css hb asked phone back handing battery cover come , picked threw css hb . luckily , cover hit css hb . abm supervisor distracted css hb managed get station office . pushed abm supervisor went shout tenants barber shop . walked around station ticket hall swearing anyone wearing uniform/hi-vi btp arrived . btp arrived 11:00 arrested . left station around 11:15. sm informed incident .","ic1 wearing black tracksuit hoodie , 17 years age sitting cou course floor . approached stated hes life , prison 9 months family members go . left station distressed around 30 minutes came back attempting push barriers . stopped ran . btp attended station",0.8051119
80,66,"around 10:40 black wearing greyish/turquoise tracksuit bottoms black top approached staff gate line . influence alcohol bottle vodka hand . wanted let use toilet . csa mk recognised man earlier morning harassing . member staff went open wag gate , however stood close gate sensors gate wouldnt open immediately . asked step back gate opened . wet point started aggressive towards staff . csa nj arrived gate line seeing happening asked csa mk go mess room break noticed looked uncomfortable close personal space . throwing hands air ; said csa nj wants fight . css hb got csa nj managed get station office . door closed behind , started kicking door urinated . css hb started recording using bwv . getting css hb face yelled saying you cant touch , call police , going anything it . css hb dialled 999 call , grabbed phone hand pushed right shoulder . css hb asked phone back handing battery cover come , picked threw css hb . luckily , cover hit css hb . abm supervisor distracted css hb managed get station office . pushed abm supervisor went shout tenants barber shop . walked around station ticket hall swearing anyone wearing uniform/hi-vi btp arrived . btp arrived 11:00 arrested . left station around 11:15. sm informed incident .","aged approximately 40 wearing blue black tracksuit filming poms went station , came back gate line minutes tapped started film bottom lift 1. randy sst ask man everything okay became agitated aggressive asked police . left station , thought behaviour suspicious reported css mariatu advised complete waasb .",0.8239931
81,10,"around 10:40 black wearing greyish/turquoise tracksuit bottoms black top approached staff gate line . influence alcohol bottle vodka hand . wanted let use toilet . csa mk recognised man earlier morning harassing . member staff went open wag gate , however stood close gate sensors gate wouldnt open immediately . asked step back gate opened . wet point started aggressive towards staff . csa nj arrived gate line seeing happening asked csa mk go mess room break noticed looked uncomfortable close personal space . throwing hands air ; said csa nj wants fight . css hb got csa nj managed get station office . door closed behind , started kicking door urinated . css hb started recording using bwv . getting css hb face yelled saying you cant touch , call police , going anything it . css hb dialled 999 call , grabbed phone hand pushed right shoulder . css hb asked phone back handing battery cover come , picked threw css hb . luckily , cover hit css hb . abm supervisor distracted css hb managed get station office . pushed abm supervisor went shout tenants barber shop . walked around station ticket hall swearing anyone wearing uniform/hi-vi btp arrived . btp arrived 11:00 arrested . left station around 11:15. sm informed incident .","morning pti platform 3 & 4 heard woman shouting language couldnt understand . individual shouting customers walking swearing english rest another language , went check ( train left platform 3 ) carried verbally aggressive customers . css mobile called , escorted platform 2 take uxbridge train . body worn didnt work straight away . n : 255707",0.80686843
81,18,"around 10:40 black wearing greyish/turquoise tracksuit bottoms black top approached staff gate line . influence alcohol bottle vodka hand . wanted let use toilet . csa mk recognised man earlier morning harassing . member staff went open wag gate , however stood close gate sensors gate wouldnt open immediately . asked step back gate opened . wet point started aggressive towards staff . csa nj arrived gate line seeing happening asked csa mk go mess room break noticed looked uncomfortable close personal space . throwing hands air ; said csa nj wants fight . css hb got csa nj managed get station office . door closed behind , started kicking door urinated . css hb started recording using bwv . getting css hb face yelled saying you cant touch , call police , going anything it . css hb dialled 999 call , grabbed phone hand pushed right shoulder . css hb asked phone back handing battery cover come , picked threw css hb . luckily , cover hit css hb . abm supervisor distracted css hb managed get station office . pushed abm supervisor went shout tenants barber shop . walked around station ticket hall swearing anyone wearing uniform/hi-vi btp arrived . btp arrived 11:00 arrested . left station around 11:15. sm informed incident .","ic1 wearing black tracksuit hoodie , 17 years age sitting cou course floor . approached stated hes life , prison 9 months family members go . left station distressed around 30 minutes came back attempting push barriers . stopped ran . btp attended station",0.8051119
81,66,"around 10:40 black wearing greyish/turquoise tracksuit bottoms black top approached staff gate line . influence alcohol bottle vodka hand . wanted let use toilet . csa mk recognised man earlier morning harassing . member staff went open wag gate , however stood close gate sensors gate wouldnt open immediately . asked step back gate opened . wet point started aggressive towards staff . csa nj arrived gate line seeing happening asked csa mk go mess room break noticed looked uncomfortable close personal space . throwing hands air ; said csa nj wants fight . css hb got csa nj managed get station office . door closed behind , started kicking door urinated . css hb started recording using bwv . getting css hb face yelled saying you cant touch , call police , going anything it . css hb dialled 999 call , grabbed phone hand pushed right shoulder . css hb asked phone back handing battery cover come , picked threw css hb . luckily , cover hit css hb . abm supervisor distracted css hb managed get station office . pushed abm supervisor went shout tenants barber shop . walked around station ticket hall swearing anyone wearing uniform/hi-vi btp arrived . btp arrived 11:00 arrested . left station around 11:15. sm informed incident .","aged approximately 40 wearing blue black tracksuit filming poms went station , came back gate line minutes tapped started film bottom lift 1. randy sst ask man everything okay became agitated aggressive asked police . left station , thought behaviour suspicious reported css mariatu advised complete waasb .",0.8239931
88,10,"times approx 10:30 : met controller advises css check train 421 platform pea alarm pulled lead car nb platform . css walks towards incident irate passenger came train aggressive manner swearing threatening css . arriving pea t/op reset set back got back train shouting abuse staff . css spoke customer listened passenger stepped train , time t/op closed doors moved green signal . angry point walked towards exit stairs . css found ticket hall trying re-board another train , css mediated calmed , conversation apologised behaviour explained mental health problems nothing tfl staff grateful trying get home . speaking controller watford css agreed let travel css croxley escorted train . 10:45 incident finished","morning pti platform 3 & 4 heard woman shouting language couldnt understand . individual shouting customers walking swearing english rest another language , went check ( train left platform 3 ) carried verbally aggressive customers . css mobile called , escorted platform 2 take uxbridge train . body worn didnt work straight away . n : 255707",0.82386637
88,59,"times approx 10:30 : met controller advises css check train 421 platform pea alarm pulled lead car nb platform . css walks towards incident irate passenger came train aggressive manner swearing threatening css . arriving pea t/op reset set back got back train shouting abuse staff . css spoke customer listened passenger stepped train , time t/op closed doors moved green signal . angry point walked towards exit stairs . css found ticket hall trying re-board another train , css mediated calmed , conversation apologised behaviour explained mental health problems nothing tfl staff grateful trying get home . speaking controller watford css agreed let travel css croxley escorted train . 10:45 incident finished",customer waited member staff go toilet came started getting aggressive demanding apology ignoring rude ticket . said nothing apologise replied well money oyster thank . felt alone intimidated worried safety station place,0.8149177
88,66,"times approx 10:30 : met controller advises css check train 421 platform pea alarm pulled lead car nb platform . css walks towards incident irate passenger came train aggressive manner swearing threatening css . arriving pea t/op reset set back got back train shouting abuse staff . css spoke customer listened passenger stepped train , time t/op closed doors moved green signal . angry point walked towards exit stairs . css found ticket hall trying re-board another train , css mediated calmed , conversation apologised behaviour explained mental health problems nothing tfl staff grateful trying get home . speaking controller watford css agreed let travel css croxley escorted train . 10:45 incident finished","aged approximately 40 wearing blue black tracksuit filming poms went station , came back gate line minutes tapped started film bottom lift 1. randy sst ask man everything okay became agitated aggressive asked police . left station , thought behaviour suspicious reported css mariatu advised complete waasb .",0.8013176
89,10,met lis called say t430 sb pea car 7 csa c41 9853149 came assist . t/op came cab said informed fault train car 7. elderly customer ( 85 ) platform complaining inter car flaps moving slightly raised . pointed designed move tolerance lift . immediately got angry took step closer began waving newspaper face calling names swearing . walked away left t/op deal whilst csa c41 9853149 resetting pea . t/op returned cab said would contact met sc update reported findings back met lis per trackernet t430 uxb-ald arrived 2 minutes late 10:29 p4 frd departed frd 10:36,"morning pti platform 3 & 4 heard woman shouting language couldnt understand . individual shouting customers walking swearing english rest another language , went check ( train left platform 3 ) carried verbally aggressive customers . css mobile called , escorted platform 2 take uxbridge train . body worn didnt work straight away . n : 255707",0.80006236
92,59,"1008 approx . observed customer bike approached duty csa gateline communication motion . exchange customer let csa exchange seemed continued customer exited wag22 customer turned back headed direction csa . simultaneously , another css booking time , whilst attempting enter css control room , turned direction customer csa attempt intervene . activated office mic hear heated exchange customer csa activated camera 255610 verbally asked parties everything ok. ignored exchange continued exited office investigate hear customer tell csa bring 11 men beat . csa continued respond customer immediately asked csa stop . shortly . customer still holding onto bag approached looks like friend took bike proceeded exit . aided distracting customer turned around leave , stated 'you witness , 's calling broke ' ! ! ! customer departed , repeatedly asked csa ok stated fine . csa exclaimed customer trouble .",customer waited member staff go toilet came started getting aggressive demanding apology ignoring rude ticket . said nothing apologise replied well money oyster thank . felt alone intimidated worried safety station place,0.800383
99,7,"csm1 noted train ( 346 ) sat northbound platform , noticed group youths ( mix boys girls tracksuits ) get near rear train loiter near cross passage southbound . csm radioed csa go north assist csm 2 also went , csm 1 followed went south talk youths platform . t346 delayed rear train operators door opened customers told staff saw `` group got '' door , staff t/op checked rear cab found pillow t/op said gave staff . csm southbound meanwhile asked group got 346 skulking recessed bench rear south , going ? met mumbles little else , asked delayed north train ? `` me/us '' denials minor abuse . csm went north many customers hot bothered wanted answers . train left group south got train , csm went back time got verbally abused csm , lots fat fat swearing . train left .","refusing leave train , advised late train gone train going depot , told get hes holding service . still refusing train op takes males bag puts platform . clinches fist threatening hit train , threatens kill attack , states next time sees kill , kept walking towards called radio assistance . ( black , appx 50 , slim , red jacket , red rucksack , jeans think )",0.81541246
99,10,"csm1 noted train ( 346 ) sat northbound platform , noticed group youths ( mix boys girls tracksuits ) get near rear train loiter near cross passage southbound . csm radioed csa go north assist csm 2 also went , csm 1 followed went south talk youths platform . t346 delayed rear train operators door opened customers told staff saw `` group got '' door , staff t/op checked rear cab found pillow t/op said gave staff . csm southbound meanwhile asked group got 346 skulking recessed bench rear south , going ? met mumbles little else , asked delayed north train ? `` me/us '' denials minor abuse . csm went north many customers hot bothered wanted answers . train left group south got train , csm went back time got verbally abused csm , lots fat fat swearing . train left .","morning pti platform 3 & 4 heard woman shouting language couldnt understand . individual shouting customers walking swearing english rest another language , went check ( train left platform 3 ) carried verbally aggressive customers . css mobile called , escorted platform 2 take uxbridge train . body worn didnt work straight away . n : 255707",0.8194053
109,66,"approximately 15:40 , regular homeless man james ( white , approx 35 , long brown hair , permant damage right eye ) approached css window advised spilt alcohol ticket hall needed show css . css aware james known harassing staff pestering talk problems , ask money/food/phone chargers/pen/paper/favours . personally bothered around rayners lane preston road several times . css previously reported harassing behaviour csms streetlink . outside james started talking problems roping css conversation . begged css contact colleague find working could go talk . css declined request , returned place safety , reported event roving csm .","aged approximately 40 wearing blue black tracksuit filming poms went station , came back gate line minutes tapped started film bottom lift 1. randy sst ask man everything okay became agitated aggressive asked police . left station , thought behaviour suspicious reported css mariatu advised complete waasb .",0.8067577
113,10,"14:14 m84 northern gate line approached black wearing black clothing . claimed tapped card exit realised wanted northern line . demanded let back without tapping oyster card also call station travelling . request refused instances become agitated angry . started shouting become aggressive threating m84 violence saying would ' smash head ' . 14:16 m84 radioed control room asking police presence . 14:17 announcement made pa system requesting btp assistance , hearing walked away came back time threating customers tried intervene help m84 . 14:18 requests btp assistance walked away towards northern line platforms . m84 offered duty care ok carry duties .","morning pti platform 3 & 4 heard woman shouting language couldnt understand . individual shouting customers walking swearing english rest another language , went check ( train left platform 3 ) carried verbally aggressive customers . css mobile called , escorted platform 2 take uxbridge train . body worn didnt work straight away . n : 255707",0.8030843
116,10,"- incident northern gate line around 13:00hrs - approached northern gateline asked let - customer said come police station provide free travel home - csa 1 said supplied warrant travel , - customer said supply - csa 1 said perhaps go back police station ask warrant , save problems - customer pushed wag , - 2nd csa1 nearby defence csa1 , thought disrespected , said rude , calm body language - customer threw bottle water csa1 , luckily csa1 ducked , bottle missed . - csm control room observed incident . - csm/css came css office approached customer . - csm asked . - customer said bad place sorry actions . - customer apologised csa 1 throwing bottle , apology sincere . - csa 1 accepted apology , although stated , throwing bottle water someone , acceptable.in polite manner - end incident . - parties left amicably , shaking hands .","morning pti platform 3 & 4 heard woman shouting language couldnt understand . individual shouting customers walking swearing english rest another language , went check ( train left platform 3 ) carried verbally aggressive customers . css mobile called , escorted platform 2 take uxbridge train . body worn didnt work straight away . n : 255707",0.80077183
119,7,"1309 early turn duty , left office assist customer passenger operated machines signing technician cubic repair two gates gate line . guided customer unfamiliar using paper ticket insert gate , customer buggy waiting use wide aisle gate , wag22 first come first serve mode wag . two males 1x white 1x black came behind walked past forced way without using ticket , oyster card contact less card pushing paddles open proceeded take hold paddle , keeping open called still several feet away behind exit ramp come exit way . standing feet away . asked holding paddles open asked leave paddles alone . waiting gotten close gates told worry pass . males left paddles gate alone make way . watched left . white asked angry tone `` looking ? '' responded look holding gate open . said looked way would `` smash face '' . activated body worn camera ( number 256599 ) caused say `` go ahead activate camera '' . uttered words quite hear . black also mumbled intelligible words walked away . eventually departed crossing road front station heading towards right-hand side . cubic technician witnessed actions heard said . delayed another customer query able go office report incident british transport police . seen males regular basis , regular fare evaders force way wag done number occasions past week stand using bodies keep paddles open allow others either enter exit . times come station multiple times day . seen exit dagehnam east station . first white , 5feet 10 inches tall , slim build , aged 40 50years old , shaven head , wearing glasses , white t-shirt , black jogging bottoms , dark trainers carrying black medium sized rucksack . second black , 6feet tall , slim build , short unkempt hair facial hair , aged 35 40years wearing dark t- shirt grey jogging bottoms . `","refusing leave train , advised late train gone train going depot , told get hes holding service . still refusing train op takes males bag puts platform . clinches fist threatening hit train , threatens kill attack , states next time sees kill , kept walking towards called radio assistance . ( black , appx 50 , slim , red jacket , red rucksack , jeans think )",0.8088452
119,10,"1309 early turn duty , left office assist customer passenger operated machines signing technician cubic repair two gates gate line . guided customer unfamiliar using paper ticket insert gate , customer buggy waiting use wide aisle gate , wag22 first come first serve mode wag . two males 1x white 1x black came behind walked past forced way without using ticket , oyster card contact less card pushing paddles open proceeded take hold paddle , keeping open called still several feet away behind exit ramp come exit way . standing feet away . asked holding paddles open asked leave paddles alone . waiting gotten close gates told worry pass . males left paddles gate alone make way . watched left . white asked angry tone `` looking ? '' responded look holding gate open . said looked way would `` smash face '' . activated body worn camera ( number 256599 ) caused say `` go ahead activate camera '' . uttered words quite hear . black also mumbled intelligible words walked away . eventually departed crossing road front station heading towards right-hand side . cubic technician witnessed actions heard said . delayed another customer query able go office report incident british transport police . seen males regular basis , regular fare evaders force way wag done number occasions past week stand using bodies keep paddles open allow others either enter exit . times come station multiple times day . seen exit dagehnam east station . first white , 5feet 10 inches tall , slim build , aged 40 50years old , shaven head , wearing glasses , white t-shirt , black jogging bottoms , dark trainers carrying black medium sized rucksack . second black , 6feet tall , slim build , short unkempt hair facial hair , aged 35 40years wearing dark t- shirt grey jogging bottoms . `","morning pti platform 3 & 4 heard woman shouting language couldnt understand . individual shouting customers walking swearing english rest another language , went check ( train left platform 3 ) carried verbally aggressive customers . css mobile called , escorted platform 2 take uxbridge train . body worn didnt work straight away . n : 255707",0.80638075
119,18,"1309 early turn duty , left office assist customer passenger operated machines signing technician cubic repair two gates gate line . guided customer unfamiliar using paper ticket insert gate , customer buggy waiting use wide aisle gate , wag22 first come first serve mode wag . two males 1x white 1x black came behind walked past forced way without using ticket , oyster card contact less card pushing paddles open proceeded take hold paddle , keeping open called still several feet away behind exit ramp come exit way . standing feet away . asked holding paddles open asked leave paddles alone . waiting gotten close gates told worry pass . males left paddles gate alone make way . watched left . white asked angry tone `` looking ? '' responded look holding gate open . said looked way would `` smash face '' . activated body worn camera ( number 256599 ) caused say `` go ahead activate camera '' . uttered words quite hear . black also mumbled intelligible words walked away . eventually departed crossing road front station heading towards right-hand side . cubic technician witnessed actions heard said . delayed another customer query able go office report incident british transport police . seen males regular basis , regular fare evaders force way wag done number occasions past week stand using bodies keep paddles open allow others either enter exit . times come station multiple times day . seen exit dagehnam east station . first white , 5feet 10 inches tall , slim build , aged 40 50years old , shaven head , wearing glasses , white t-shirt , black jogging bottoms , dark trainers carrying black medium sized rucksack . second black , 6feet tall , slim build , short unkempt hair facial hair , aged 35 40years wearing dark t- shirt grey jogging bottoms . `","ic1 wearing black tracksuit hoodie , 17 years age sitting cou course floor . approached stated hes life , prison 9 months family members go . left station distressed around 30 minutes came back attempting push barriers . stopped ran . btp attended station",0.8066928
127,66,"approx 1909 whilst walking back making personal phone call , approx 19 years old wearing light blue hoody tracksuit matching bottoms approached ticket said electric scooters allowed tube , replied 's gon na stop , said was'nt going stop call police report , going office door came upto face said '' come back im going slit throat feed carcus dead mum spat , went office report csm okoronta csa mw assisted spit kit . btp called ref 559. subentries peter scaddan06 oct 2023 , 20:25 2x btp ariived take spit sample camera numbers evidence , see comes back result cctv shows , near leaving , moments didnt use body worn camera , even dont think could caught anything seconds","aged approximately 40 wearing blue black tracksuit filming poms went station , came back gate line minutes tapped started film bottom lift 1. randy sst ask man everything okay became agitated aggressive asked police . left station , thought behaviour suspicious reported css mariatu advised complete waasb .",0.82305527
133,66,"approx . 18:15 around 5 school boys uniforms barged wag exit looking css swearing absolutely provocation . began grabbing tube maps leaflet rack ripping throwing around ticket hall . css closed office window blind prevent looking . left short time later . approx . 19:40 returned , swearing css direction barging wag towards platform . time took large amount evening standard newspapers started throwing stairs platform . departed northbound train . white boys around 14 15 wearing school uniform .","aged approximately 40 wearing blue black tracksuit filming poms went station , came back gate line minutes tapped started film bottom lift 1. randy sst ask man everything okay became agitated aggressive asked police . left station , thought behaviour suspicious reported css mariatu advised complete waasb .",0.806509
