Data Ref Num,EIRF,DUP,Date,YEAR,MONTH,WEEKDAY,Time,HOUR,LOCATION,Area within Station,Area within Station (2),DESCRIPTION,Incident Classification,Harm Score,Victim's Job,Number of victims,Trigger 1,Trigger 2,SPIT,HATE,INTOX,RS/Beg,WEAP,YOUTH,REC,NOTES,PERIOD,WEEK,Reminder Flag,DESCRIPTION_IMMEDIATE_ACTIONS,HSE_INCIDENT_REFERENCE_NO,CRIME_REFERENCE_NO,DIM_INC_LOGGED_DATE_IEX_DWK,Summary
UK_IRF001295391,X,,12/09/2023,2023,SEP,TUE,10:30,10,Finchley Road,Passenger Train (in car),,"Met LIS called to say T430 SB had PEA on car 7 CSA C41 9853149 came to assist. T/Op came out of his cab and said that he had been informed of fault in train on car 7. 


Elderly customer (about 85) was on platform complaining about the inter car flaps moving and being slightly raised. When I pointed out that they are designed to move and do have some tolerance to lift up. He immediately got angry and took a step closer to me and began waving a newspaper in my face and calling me names and swearing at me. I walked away from him and left T/Op to deal with him whilst CSA C41 9853149 was resetting PEA. 
T/Op returned to the cab and he said he would contact Met SC to update him and I reported my findings back to Met LIS

As per trackernet T430 UXB-ALD arrived about 2 minutes late at 10:29 on P4 at FRD
Departed FRD at 10:36",Verbal,,CSS1,,,,,,,,,,,,6,,,Customer complaining about inter car flaps on floor joins being faulty,UK_IRF001295391,,20230912,T/Op came out of his cab and said that he had been informed of fault in train on car 7. Elderly customer (about 85) was on platform complaining about the inter car flaps moving and being slightly raised. When I pointed out that they are designed to move and do have some tolerance to lift up.
UK_IRF001297193,X,,20/09/2023,2023,SEP,WED,10:56,10,Waterloo,Escalator (on escalator),,"1056 hrs - CSA A reported that she was verbally assaulted on escalator 2 whilst travelling upwards with CSA N whom she was shadowing at the time.. The assailant asked why CSA N is allowing Muslims to work with him on the Underground and that she's going to bomb the train. He also called CSA N a derogatory name.

Assailant described as a black male, approx. 5 ft 8, short afro hair, wearing dark trousers and black jacket.

1122 hrs  - Incident reported to BTP, ref -233/20/09/23.

1143 hrs - BTP officers 5415, 1532, 1 x MP and a plain-clothes officer on site.

1222 hrs - Duty of care provided by CSM on duty.",Verbal,,CSA2,,,,,,,,,,,,7,,,Unknown.,UK_IRF001297193,,20230920,"1056 hrs - CSA A reported that she was verbally assaulted on escalator 2 whilst travelling upwards with CSA N whom she was shadowing at the time.. 5 ft 8, short afro hair, wearing dark trousers and black jacket. 1143 hrs - BTP officers 5415, 1532, 1 x MP and a plain-clothes officer on site."
UK_IRF001295362,X,,12/09/2023,2023,SEP,TUE,09:44,9,Canary Wharf,Booking Hall,,"0945 
Verbal abuse towards Station staff from member of the public",Threat,,CSA1,,,,,,,,,,,,6,,,"0945 Connect radio call from C72 stating she was verbally abused by a male member of the public and is leaving the east gateline.

0951 C72 stated a male member of the public demanded she let him through the east gate line to access the platform telling her he was 'The Police'. 
C72 asked for his pass so she could allow him through. He then told C72 he was Canary Wharf Security and demanded he let her through. Helen asked for his I.D. and he replied by verbally abusing C72 as he watched his 'companion' appear from the platform with a Mark's & Spencer bag on the paid side of the gate line.
1005 C72 was given duty of care and declined BTP assistance.",UK_IRF001295362,,20230912,0945 Verbal abuse towards Station staff from member of the public
UK_IRF001294093,X,,07/09/2023,2023,SEP,THU,10:08,10,White City,Booking Hall,,"At 1008 approx. I observed customer with bike approached duty CSA on gateline and communication was in motion. During the exchange the customer was let out by CSA  and the exchange seemed to have continued as the customer exited WAG22 then the customer turned back and headed in the direction of the CSA. Simultaneously, Another CSS booking on at the same time, whilst he was attempting to enter CSS Control room, turned in the direction of both customer and CSA in attempt to intervene. I then activated the office mic only to hear a heated exchange between the customer and CSA to which I activated my camera 255610 then verbally asked both parties if everything was ok. I was ignored as the exchange continued so I exited the office to further investigate only to hear the customer tell the CSA that he will bring 11 men and beat him up. CSA continued to respond to the customer and I immediately asked CSA to stop. He did shortly after. The customer still holding onto the bag was then approached by what looks like his friend who took the bike off him and proceeded to the exit. This aided in distracting the customer who then turned around to leave but before doing so, stated to me 'you are a witness, he's calling me broke'!!! When customer departed, I repeatedly asked CSA if he was ok who stated he was fine. CSA further exclaimed that the customer was trouble.",Threat,,CSA1,,,,,,,,,,,,6,,,CSA and customer had a heated exchange.,UK_IRF001294093,,20230907,"I observed customer with bike approached duty CSA on gateline and communication was in motion. Simultaneously, Another CSS booking on at the same time, whilst he was attempting to enter CSS Control room, turned in the direction of both customer and CSA in attempt to intervene. I then activated the office mic only to hear a heated exchange between the customer and CSA to which I activated my camera 255610 then verbally asked both parties if everything was ok."
UK_IRF001298639,X,,25/09/2023,2023,SEP,MON,10:10,10,Willesden Green,Stairs,,"22:03 CSA Iltaf Hussain radios for assistance with antisocial customer on station who refuses to leave. 
22:04 CSS Adeniran attends to antisocial customer and requests that they leave as they are intoxicated and not fit to travel.

Antisocial customer then proceeds to use racial slurs and smacks CSS Adeniran's legs multiple times. 
customer then proceeds to shove CSS Adeniran in the stomach on twice while continuing to shout.
 CSS Adeniran then informs customer that BTP will be called and leaves to go to the office to call BTP. 
22:09: CSS Adeniran calls BTP receives 'operators busy' message.
CSS Adeniran then calls Jubilee control who then puts trains on caution as customer is walking on platforms in an unstable manner. 
22:12 CSA Iltaf hastily walks into station office and Antisocial customer can be seen following him.
Customer then bangs on station office door repeatedly demanding for CSA Iltaf to come out. Customer eventually stops then proceeds to harass customer on the platform. 
22:15 CSM Neil Parmar walks into station office stating he heard shouting and saw customer walking toward station office after CSA Iltaf had entered. 
CSS Adeniran then spots customer falling on SB platform while train is birthed and doors open. Customer was sitting on the platform edge with legs in between platform edge and train. 
CSS Adeniran informs CSM Neil Parmar that i will be going on to the platform. To ensure customer is safe and away from platform edge.
CSM Neil Parmer advises me to leave customer alone as he is unaware customer is over platform edge.
CSS Adeniran informs Neil Parmar that the customer is sitting on the platform with legs over the platfrom edge and proceeds to investigate, followed by Neil Parmar.
CSS Adeniran finds customer fully back on platform but in an unsafe position. 
CSS Adeniran then stands behind sitting customer and beside train on platform and advises train driver who is waiting on hand, that it is safe to depart.
Customer then stands up to initiate fight between CSM Neil Parmar who then guides customer away from him. 
CSM Parmar and CSS Adeniran then proceed to go back to office to avoid further aggression. 
10:26 Jubilee Controller calls to advise that customer has boarded SB train 366 and will be monitored off station.",Physical,,CSS2,,,,,,,,,,,,7,,,"Customer was intoxicated and did not respond well to being advised that they are unable to travel. customer became verbally and physically aggressive. 
CAM: 037
CAM: 017
CAM: 020
CAM:019",UK_IRF001298639,735250923,20230926,22:12 CSA Iltaf hastily walks into station office and Antisocial customer can be seen following him. CSS Adeniran then spots customer falling on SB platform while train is birthed and doors open. 10:26 Jubilee Controller calls to advise that customer has boarded SB train 366 and will be monitored off station.
UK_IRF001295633,X,,13/09/2023,2023,SEP,WED,15:00,15,West Acton,Platform,,"1502 approx. Duty supervisor ( CSS ) witnessed male customer access track on platform one outside platform waiting area.
1503 Duty CSS attended platform and found train 107 had stopped halfway into platform with customer having one foot on the track.

1503 Duty CSS convinced customer to return onto the platform 
1505 Duty CSS and customer walk back upstairs to the booking hall this was done to ensure customer could not easily access the track again and to allow trains to move safely

1505 Duty CSS engaged with customer to investigate issue
1506 Duty CSS rang controller but had to end the call before contact was made due to customer becoming verbally aggressive and physically assaulted. walking into Duty CSS and and trying to instigate a reaction.

1508 Duty CSS convinced customer to leave the station but with threats of assault - customer accused Duty CSS of being a paedophile and threatened to punch CSS in the face 
1510 Duty CSS called controller on 103 to inform them of the ongoing issue - controller informed drivers and requested manual control in the west acton area.
Controller told Duty CSS to stay safe and to call on 903 if the customer accessed the platforms again.

1511 Duty CSS called 999 BTP to attend approx 15mins
1512 Duty CSS rang LIS to update the situation with the BTP to be forwarded to the controller.
Duty CSS Customer can be seen outside the station at all times.

1520 CSS D.T attended for support 
1534 BTP arrived and were instructed on the customers location - Duty CSS informed BTP SGT of what happened and the desired outcome preferred - which mainly consisted of the person being removed from the area of the station.
1534 CSS D.T rang central control to inform that BTP was on site and it was safe to run trains on ATO
1538 Duty West End DRM attended (  DRM radioed on the NAC channel  Duty CSS 1518 via connect radio for update and his ETA )

1552 - BTP had taken a statement from duty CSS and confirmed customers need of mental health support which will be provided at Ealing Hospital. 
Duty CSS agreed pressing charges were not needed as customer was detained under mental health act
1600 - BTP and DRM off site

All times above are by Duty CSS personal watch",Threat,,CSS2,,,,,,,,,,,,6,,,"Supervisor S.C witnessed male customer with one foot on the track via CCTV
Male detained by BTP under mental health act and taken to hospital ( possible suicidal intentions )
CSS D.T carried out Duty of care.",UK_IRF001295633,426,20230913,Duty CSS Customer can be seen outside the station at all times. 1552 - BTP had taken a statement from duty CSS and confirmed customers need of mental health support which will be provided at Ealing Hospital. Duty CSS agreed pressing charges were not needed as customer was detained under mental health act 1600 - BTP and DRM off site
UK_IRF001294156,X,,07/09/2023,2023,SEP,THU,15:25,15,Canary Wharf,Booking Hall,,"15:28 IC3 wearing black shorts and black T shirt, male pushed through WAG 26, he wwas making his way to the escalator and then returned to CSA, 
apparently there was some verbal abuse given to the csa.
Csa came into control room very upset, said she was unable to continue with her shift.
was told to go and take 10 minutes to calm and compose herself.
was asked  if she was okay to get home, she said yes.
Csa left the station in civvies.
when Csa returns a full report will be condusted.",Verbal,,CSA1,,,,,,,,,,,,6,,,ticketing dispute,UK_IRF001294156,,20230907,"15:28 IC3 wearing black shorts and black T shirt, male pushed through WAG 26, he wwas making his way to the escalator and then returned to CSA, apparently there was some verbal abuse given to the csa. Csa came into control room very upset, said she was unable to continue with her shift. when Csa returns a full report will be condusted."
UK_IRF001296146,X,,15/09/2023,2023,SEP,FRI,15:48,15,Victoria,Booking Hall,,"15:48 Hours approx. a female (later to be referred to as Jane Doe) pushed through the Victoria way in. Jane was challenged by CSA 9817020. At this point Jane started to verbally abuse CSA 9817020 in an aggressive manner.

15:50 Hours approx. CSA 9817020 contacted the operations room and was advised to leave the gate line and go to the operations room. BTP called ref: 410 15092023.

15:52 Hours approx. CSM 9682771 on site. Jane Doe off site.",Verbal,,CSA1,,,,,,,,,,,,6,,,"CSA 9817020 challenged Jane for pushing through the Victoria way in gate. Jane then became verbally abusive in an aggressive manner. Duty of care given given to CSA 9817020 by CSM 9682771.

BTP did not attend",UK_IRF001296146,Log: 410 15092023,20230915,a female (later to be referred to as Jane Doe) pushed through the Victoria way in. At this point Jane started to verbally abuse CSA 9817020 in an aggressive manner. CSA 9817020 contacted the operations room and was advised to leave the gate line and go to the operations room.
UK_IRF001297708,X,,22/09/2023,2023,SEP,FRI,15:26,15,Clapham South,Booking Hall,,"15:26 - Male seen on Camera 402 entering Station via Balham Hill
15:26 - Male attempted to force open WAG pushing into CSM
CSM & CSA standing by WAG
CSM asked Male to take a step back to assist them in entering
Male then immediately became aggressive and threatening in body language & words
Male threatens CSA by stating he would 'Push her out of the way'
Male again asked to step back
Male makes racist comments towards CSA
BTP contacted Ref 368
15:27 Male exits the station Camera 403 towards Nightingale Lane

Duty of care given to CSA

BTP unable to attend but have spoken to CSA to arrange further contact",Threat,,CSA1,,,,,,,,,,,,7,,,Male attempted to force open WAG and became aggressive and used racist terms towards staff,UK_IRF001297708,,20230922,15:26 - Male seen on Camera 402 entering Station via Balham Hill 15:26 - Male attempted to force open WAG pushing into CSM CSM & CSA standing by WAG CSM asked Male to take a step back to assist them in entering Male then immediately became aggressive and threatening in body language & words Male threatens CSA by stating he would 'Push her out of the way' Male again asked to step back Male makes racist comments towards CSA BTP contacted Ref 368 15:27 Male exits the station Camera 403 towards Nightingale Lane Duty of care given to CSA BTP unable to attend but have spoken to CSA to arrange further contact
UK_IRF001302106,X,,06/10/2023,2023,OCT,FRI,16:05,16,Liverpool Street,Booking Hall,,"At approximately 16:10 - CSA SO came into the SOR wishing to make a complaint about a TOC member of staff (Greater Anglia).

Below is a statement taken from the CSA in his own words:

""A member of Greater Anglia staff around 16:05pm on 06/10/2023 approached me at the B way out main gate line at Liverpool Street Underground station re his bearer pass. Im not based at Liverpool Street Underground station so Im unaware of changes to bearer passes etc. Ive known it to be not valid as the route is taken on the mainline concourse. I was told after supposedly its changed. I told the member of Greater Anglia staff that its not valid. The member of Greater Anglia staff became aggressive, got in my face and shouting with waving his hands around. The member of Greater Anglia staff abused me and called me a ""prick"". I do not deserve this whilst I am at work. I do not come to work to be abused. When asking the member of Greater Anglia staff why they called me the abusive name they could not answer. The member of Greater Anglia staff then went up to another member of London Underground staff in the middle of the gate line to be let through. Then waving his hands around aggressively to that member of London Underground staff to which he was saying things about myself. This is totally unacceptable.""

16:45 - CSS JT attended the NR office and spoke to the GA manager. According to the GA manager, the member of staff as described by the CSA does not work at the station. It is likely that he works either at another station or is revenue control staff as he alluded to this during his interaction with the CSA.

16:55 - CSA was taken to the BTP office on platform 10 to make a formal allegation. Two BTP officers  attended and viewed CCTV at around 18:20 - They have stated that this will likely not be recorded as a crime as it occurred between two staff and was not aggravated.",Verbal,,CSA1,,,,,,,,,,,,7,,,Verbal altercation between LU CSA and a Greater Anglia member of staff travelling through the station.,UK_IRF001302106,,20231006,"Im not based at Liverpool Street Underground station so Im unaware of changes to bearer passes etc. The member of Greater Anglia staff became aggressive, got in my face and shouting with waving his hands around. Two BTP officers  attended and viewed CCTV at around 18:20 - They have stated that this will likely not be recorded as a crime as it occurred between two staff and was not aggravated."
UK_IRF001293276,X,,03/09/2023,2023,SEP,SUN,16:05,16,Swiss Cottage,Platform / Train Interface,,"csm1 noted that a train (346) had sat at northbound platform for a while , he then noticed a group of youths ( mix of boys and girls in tracksuits) get off near rear of this train and loiter near a cross passage to southbound. csm radioed for csa to go down to north and assist and csm 2 also went down, csm 1 followed but went to south to talk to youths who were now on that platform. t346 was delayed as the rear train operators door had been opened and customers told staff they saw the ""group who got off"" at this door , staff and t/op checked rear cab and found a pillow in there which t/op said was not hers and gave it to staff. csm on southbound meanwhile asked the group who got off 346 and who were now skulking in a recessed bench at rear of south, where are you going? this was met with mumbles and little else , i asked if they delayed the north train? ""not me/us"" and denials and some minor abuse. csm then went to north and many customers were hot and bothered and wanted answers. train left and group on south got on train, csm went back and this time they as they got on verbally abused csm, lots of fat this fat that and swearing. train left .",Verbal,,CSM2,,,,,,,,,,,,6,,,"very likely youths who got off the rear of t346 and went to south, were entering rear cab and set off an alarm and caused delay .
this group approx 6 in number approx 16 years old? boys and girls , mainly afro-caribbean , went to st johns wood, next station and stopped an escalator there and abused staff there too. as i updated the csm there of this incident , he told me of his there and very likely same gang.

also of note staff at swiss cottage were already monitoring another gang , who fare evaded and were playing about in lower circulating area and they got on t346 . gang activity in this area is high, as is anti social behaviour and escalator stoppages.",UK_IRF001293276,,20230903,"csm on southbound meanwhile asked the group who got off 346 and who were now skulking in a recessed bench at rear of south, where are you going? this was met with mumbles and little else , i asked if they delayed the north train? train left and group on south got on train, csm went back and this time they as they got on verbally abused csm, lots of fat this fat that and swearing."
UK_IRF001302092,X,,06/10/2023,2023,OCT,FRI,15:56,15,Seven Sisters,Booking Hall,,"15:56 csa NM was physical pushed out of the way on a/end exit wag gate, the male was shouting get out of the f**king way, this was captured on css LL body cam 255855

duty of care was given and she was ok start her shift

reported to btp ref 411",Physical,,CSA1,,,,,,,,,,,,7,,,"police on station 1640 to speak to csa NM  and take statement
cctv to be viewed",UK_IRF001302092,,20231006,"15:56 csa NM was physical pushed out of the way on a/end exit wag gate, the male was shouting get out of the f**king way, this was captured on css LL body cam 255855 duty of care was given and she was ok start her shift reported to btp ref 411"
UK_IRF001302092,X,,06/10/2023,2023,OCT,FRI,15:56,15,Seven Sisters,Booking Hall,,"15:56 csa NM was physical pushed out of the way on a/end exit wag gate, the male was shouting get out of the f**king way, this was captured on css LL body cam 255855

duty of care was given and she was ok start her shift

reported to btp ref 411",Physical,,CSA1,,,,,,,,,,,,7,,,"police on station 1640 to speak to csa NM  and take statement
cctv to be viewed",UK_IRF001302092,,20231006,"15:56 csa NM was physical pushed out of the way on a/end exit wag gate, the male was shouting get out of the f**king way, this was captured on css LL body cam 255855 duty of care was given and she was ok start her shift reported to btp ref 411"
UK_IRF001297033,X,,19/09/2023,2023,SEP,TUE,16:00,16,Holloway Road,Booking Hall,,"Staff reported that he had been assaulted by a fare evader. Fare evader was attempting to enter via WAG1 21, RCI approached the fare evader and challenged fare evader by trying to stop him. RCI tried to push the fare evader but he carried on going through to the station, fare evader pushed back the RCI and as the fare evader was going to go down the stairs the RCI grabbed him by body, fare evader was pulling away and fell backwards which caused the RCI's fingers to twist and bend as he was trying to hold him, RCI came into the control room shortly after the incident happened and explained to the CSM that his hands were feeling bruised as a result of the incident, DOC was given however declined any first aid. RCI tried to report incident over the phone however couldn't get through and stated that he will report it via text. 

BTP reference: TAA5960523939300
Bodyworrn tag requested: WVA-19092023174504",Physical,,RV50,,,,,,,,,,,,7,,,"Cause of incident was due to the RCI trying to push the fare evader, however fare evader was persistent. Incident could have been prevented if RCI didn't hold onto fare evader.

Incident can be seen on camera 510 and 511.",UK_IRF001297033,TAA5960523939300,20230919,"Staff reported that he had been assaulted by a fare evader. RCI tried to push the fare evader but he carried on going through to the station, fare evader pushed back the RCI and as the fare evader was going to go down the stairs the RCI grabbed him by body, fare evader was pulling away and fell backwards which caused the RCI's fingers to twist and bend as he was trying to hold him, RCI came into the control room shortly after the incident happened and explained to the CSM that his hands were feeling bruised as a result of the incident, DOC was given however declined any first aid. RCI tried to report incident over the phone however couldn't get through and stated that he will report it via text."
UK_IRF001296347,X,,16/09/2023,2023,SEP,SAT,16:00,16,Marble Arch,Booking Hall,,"*** DELETE - SEE 1296361 TO AVOID DUPLICATION. ***

At approximately 16:15 a white male clutching a half consumed wine bottle attempted to use the Wide Aisle Gate without paying.
He was prevented from doing so by the Revenue Control Officers who were close to that gate.. There was a raised voice from the man with the bottle and RCI 1 heard the bottle being being hit against the gate and heard the word ""monkey"" being used.

Upon hearing this RCI 1 walked over to assist. He went over to assist as he knew that the man was speaking to a black person. RCI 1 said to the man ""What did you say"" and the man repeated the monkey word to RCI 1 and pushed him violently in the chest to make his exit",Physical,,RV50,,,,,,,,,,,,6,,,Man was intoxicated and aggressive and objected to his free travel being interrupted,UK_IRF001296347,472,20230916,At approximately 16:15 a white male clutching a half consumed wine bottle attempted to use the Wide Aisle Gate without paying. He was prevented from doing so by the Revenue Control Officers who were close to that gate.. Upon hearing this RCI 1 walked over to assist.
UK_IRF001298634,X,,25/09/2023,2023,SEP,MON,16:00,16,Wood Green,Booking Hall,,"At the above time CSA 9847551 and CSA 9840794 were on the gate line by the Glap when a black tall male about 6ft wearing dark trousers and a white t shirt and dark jacket possibly uniform from Go ahead, became verbally abusive towards members of staff that was on duty, particularly he accused them of being racist.
Initially the male wanted to be allowed to travel as he lost his staff pass, but CSA 9840794 and CSA 9847551 were waiting for authorisation from CSM 7696831. 
CSM 7696831 then came out to meet with the male and refused him entry, as he was very aggressive and explained he had lost his staff pass but continued saying to CSM 7696831 that his staff CSA 9847551 and CSA 9840794 were racist as a let a white woman out. The male then when though staff thought he doubled through the accessible gate, where staff thought he had just walked through without paying and he continued his tirade against staff & used his device to film/capture images.  However when CSM6680045 was doing a meal break for CSM 7696831 he explained to him that he touched out at Arnos grove with a blue credit card. CSM 6680045 had recognised him from a long time ago and that the male always seems to have stories to tell. The male is usually based at Arnos Grove.",Verbal,,CSA1,,,,,,,,,,,,7,,,Lost his staff pass for the buses.,UK_IRF001298634,,20230925,"At the above time CSA 9847551 and CSA 9840794 were on the gate line by the Glap when a black tall male about 6ft wearing dark trousers and a white t shirt and dark jacket possibly uniform from Go ahead, became verbally abusive towards members of staff that was on duty, particularly he accused them of being racist. CSM 7696831 then came out to meet with the male and refused him entry, as he was very aggressive and explained he had lost his staff pass but continued saying to CSM 7696831 that his staff CSA 9847551 and CSA 9840794 were racist as a let a white woman out. However when CSM6680045 was doing a meal break for CSM 7696831 he explained to him that he touched out at Arnos grove with a blue credit card."
UK_IRF001298634,X,,25/09/2023,2023,SEP,MON,16:00,16,Wood Green,Booking Hall,,"At the above time CSA 9847551 and CSA 9840794 were on the gate line by the Glap when a black tall male about 6ft wearing dark trousers and a white t shirt and dark jacket possibly uniform from Go ahead, became verbally abusive towards members of staff that was on duty, particularly he accused them of being racist.
Initially the male wanted to be allowed to travel as he lost his staff pass, but CSA 9840794 and CSA 9847551 were waiting for authorisation from CSM 7696831. 
CSM 7696831 then came out to meet with the male and refused him entry, as he was very aggressive and explained he had lost his staff pass but continued saying to CSM 7696831 that his staff CSA 9847551 and CSA 9840794 were racist as a let a white woman out. The male then when though staff thought he doubled through the accessible gate, where staff thought he had just walked through without paying and he continued his tirade against staff & used his device to film/capture images.  However when CSM6680045 was doing a meal break for CSM 7696831 he explained to him that he touched out at Arnos grove with a blue credit card. CSM 6680045 had recognised him from a long time ago and that the male always seems to have stories to tell. The male is usually based at Arnos Grove.",Verbal,,CSA1,,,,,,,,,,,,7,,,Lost his staff pass for the buses.,UK_IRF001298634,,20230925,"At the above time CSA 9847551 and CSA 9840794 were on the gate line by the Glap when a black tall male about 6ft wearing dark trousers and a white t shirt and dark jacket possibly uniform from Go ahead, became verbally abusive towards members of staff that was on duty, particularly he accused them of being racist. CSM 7696831 then came out to meet with the male and refused him entry, as he was very aggressive and explained he had lost his staff pass but continued saying to CSM 7696831 that his staff CSA 9847551 and CSA 9840794 were racist as a let a white woman out. However when CSM6680045 was doing a meal break for CSM 7696831 he explained to him that he touched out at Arnos grove with a blue credit card."
UK_IRF001302627,X,,08/10/2023,2023,OCT,SUN,15:10,15,Marylebone,Gate line,,Black male 16-18 invalid oyster card refused to pay demanded exit.  when questioned by RCO officers threatened to that he was carrying a piece and will be back in 2 mins 2 or 3 times.  Incident captured on BWC no 258261 video tagging request WVA-08102023-153634,Threat,,RV70,,,,,,,,,,,,7,,,Fare evasion,UK_IRF001302627,,20231009,Black male 16-18 invalid oyster card refused to pay demanded exit. when questioned by RCO officers threatened to that he was carrying a piece and will be back in 2 mins 2 or 3 times. Incident captured on BWC no 258261 video tagging request WVA-08102023-153634
UK_IRF001293689,X,,05/09/2023,2023,SEP,TUE,15:11,15,Moorgate,Toilet,,"1511 hours - Moorgate - T/Op of T450 was delayed departing Moorgate due to a report of an alleged altercation between the T/Op of T450 and a member of station staff. 
T/Op was relieved at Harrow on the Hill for a fact finding interview. T/Op stated that he requested a Personal Needs Relief (PNR) on his southbound journey to Aldgate but, due to the Temporary Speed Restriction (TSR) at Wembley Park, the Service Controller instructed the T/Op to reverse at Moorgate for his booked N/B working. Upon arrival at Moorgate, T/Op went to use the toilet and made his way to the old CSSs office. He used the buzzer a few times and eventually a male member of staff came out of the toilet. T/Op thanked the member of staff and asked for the door buzzer code for future use. Member of station staff replied that the T/Op is not allowed to use the toilet; nobody is allowed to use the toilet and they have been told not to allow anyone to use the facility. T/OP introduced himself that he is a Metropolitan Line train operator, and his train is in the platform. T/Op showed his staff pass to avoid confusion. 
When asked what happened next, T/Op stated that there was enough room between him and the staff member and so he went to the toilet and locked the door. He could hear the member of staff continually shouting for him to get out.
T/Op used the facility and came out the toilet and the member of staff was not there. T/Op Khan stated that he wanted to see the CSS to inform them of the incident and went to the gate line. The member of staff involved in toilet was present at the gate line. T/Op asked him his name for reporting purposes to which member of staff replied that he doesnt need his name and he (T/Op) wasn't going to get it. T/Op then went to the CSS office and made the CSS aware of the altercation. Local CSS offered T/Op a cup of tea to which he politely declined.  
T/Op stated that the attitude of the member of station staff was intimidating and, although he himself is not easily intimidated, it appeared that that was the member of staffs intention. He stated that the behaviour of member of staff was very bad. 
When asked to explain the bad behaviour, he stated that all he asked was to use the toilet which he is entitled to. He had offered to show his staff pass and still was met by intimidation. 

After having spoken to the CSS, T/Op returned to his train and spoke to the signaller and asked for a couple of additional minutes to compose himself. T/Op then carried on to HOH where he was due for a meal relief and welfare check by the local TM. 
T/Op stated that there was no physical threat or altercation and there was nothing else to add. 

Local CSS was spoken to by the CSS on duty. For details please refer to attached EIRF.",Verbal,,TO21,,,,,,,,,,,,6,,,An alleged verbal altercation between a T/Op and a member of station staff. Local Manager has been appraised and FFI notes forwarded.,UK_IRF001293689,,20230913,He could hear the member of staff continually shouting for him to get out. He had offered to show his staff pass and still was met by intimidation. T/Op then carried on to HOH where he was due for a meal relief and welfare check by the local TM.
UK_IRF001300498,X,,29/09/2023,2023,SEP,FRI,15:37,15,Victoria,Gate line,,"15:35 Black male, bald with grey beard, white shirt, black jacket, blue trousers, white trainers carrying a small shoulder bag approx. 50 yo enters via UTS gate at North TH where CSA 9844390 is positioned. The male passes through the gate, stops after seeing CSA 9844390 and returns to confront him, after a short while he walks away but immediately returns to carry on speaking to CSA 9844390. He then leaves. CSA 9844390 had operated his BWC and recorded the male, he stated that the male had threatened him with physical violence. A short while later CSA 9844390 informed the CSS on duty about this and filled out a WASSB. CSS gave CSA 9844390 duty of care. 
CCTV viewed and camera 316 pertains. CSS on duty has been unable to obtain a crime reference number.",Threat,,CSA1,,,,,,,,,,,,7,,,Male is a repeat offender who is abusive and aggressive,UK_IRF001300498,,20230929,"50 yo enters via UTS gate at North TH where CSA 9844390 is positioned. CSA 9844390 had operated his BWC and recorded the male, he stated that the male had threatened him with physical violence. CSS on duty has been unable to obtain a crime reference number."
UK_IRF001298878,X,,26/09/2023,2023,SEP,TUE,15:40,15,Northwick Park,Booking Hall,,"At approximately 15:40, regular homeless man James (white male, approx 35, long brown hair, permant damage to right eye) approached CSS at the window and advised he had spilt alcohol in the ticket hall and he needed to show CSS.

CSS is aware that James is known for harassing staff and pestering to talk about his problems, or to ask for money/food/phone chargers/pen/paper/favours. He has personally bothered her around Rayners Lane and Preston Road several times before. CSS has previously reported harassing behaviour to CSMs and streetlink.

When outside James started talking about all his problems and roping CSS into conversation. He then begged CSS to contact a colleague and to find out where she was working so he could go talk to her. CSS declined this request, returned to a place of safety, and reported this event to the roving CSM.",Verbal,,CSS2,,,,,,,,,,,,7,,,"Escalating harassment by homeless man James.
CSS feels uncomfortable and unsafe constantly having to manage this male when lone working. 
He appears to relentlessly at all locations, and asks for staff shifts and names.",UK_IRF001298878,,20230926,"At approximately 15:40, regular homeless man James (white male, approx 35, long brown hair, permant damage to right eye) approached CSS at the window and advised he had spilt alcohol in the ticket hall and he needed to show CSS. He has personally bothered her around Rayners Lane and Preston Road several times before. When outside James started talking about all his problems and roping CSS into conversation."
