"Data Ref Num","EIRF","DUP","Date","Year","Month","Weekday","Time","Hour","Location","Area within Station","Area within Station (2)","Description","Incident Classification","Harm Score","Victim's Job","Number of victims","Trigger 1","Trigger 2","SPIT","HATE","INTOX","RS/Beg","WEAP","YOUTH","REC","NOTES","PERIOD","Week","Reminder Flag","DESCRIPTION_IMMEDIATE_ACTIONS","HSE_INCIDENT_REFERENCE_NO","CRIME_REFERENCE_NO","DIM_INC_LOGGED_DATE_IEX_DWK"
"UK_IRF001287088","X","","2023-08-11",2023,"AUG","FRI","18:45","18","Kilburn Park","Booking Hall","","At about 18:45 i heard some noise outside the CSM office. I came out to investigate. I saw a male of middle eastern origin.  in his late twenties or early thirties. He was having an argument with CSA OC and shouting at CSA OC. He was practically in CSA Owen's face. They were both on the exit side of WAG21. i  asked the the customer if there is any issue after introducing myself as the CSM. He claimed that CSA Case touched him and that he has mental health issue. He was cursing and swearing at CSA OC and at the same time invading my personal space spitting on me as he was talking to me.. He was aggressive and invading CSA OC personal space as well. I asked CSA OC what really happened. He told me that the customer came with a male colleague from the platform. The male colleague forced his way through the WAG21. The main male was walking towards the gate and asked CSA OC to open the gate for him. CSA OC claimed that he  told him he should use his ticket to open the gate.  CSA OC claimed that at this juncture, the male started getting aggressive and abusive as he claimed that he has mental health issue and a mental pass which I assumed to be a Freedom pass. He insisted that  CSA OC should have assisted him in opening the gate for him. I told the customer that all customers are expected to use their tickets/oyster card/contactless card to enter/exit the station and that CSA OC has applied the right procedure by asking him to use his ticket to exit. . However if his card is not working, he can then approach our members of staff who are always ready to assist. I asked him if he has a freedom pass, He said he has a mental pass but he didn't produce any ticket through out the incident. He was getting too close to me and invading my personal space. I felt harassed, intimidated and fearful for my life I stepped back and asked him to keep a distance. He ignored me, video recording me on his phone He asked for my name and position. which i obliged. He  continued ranting that we are not helping him and he will report us to his coordinator.  Afterwards, he forced his way out through the WAG21. CSA OC equally made his way to assist a customer by the POM, the male turned back spit towards the CSA. However, the spit did not hit the CSA. DNA sample of the spit was collected. Incident reported to the BTP. Ref 57/11/08/23. DNA sample stored in the fridge a CSM office","Threat","","CSA1","","","","","","","","","","","",5,"","","A Case of an aggressive customer harassing members of staff","UK_IRF001287088","",20230812
"UK_IRF001286892","X","","2023-08-11",2023,"AUG","FRI","17:15","17","Edgware Road","Gate line","","Whilst working on the gate line CSA was verbally abused by a male member of the public 
The customer had double gated and then came back to abuse the CSA saying “you lot should all go back home and have taken all our jobs” 
The person went to the platform and boarded a train on platform 1 
The CSA declined thew offer of contacting the BTP","Verbal","","CSA1","","","","","","","","","","","",5,"","","Abusive behaviour","UK_IRF001286892","",20230811
"UK_IRF001286929","X","","2023-08-11",2023,"AUG","FRI","17:10","17","Swiss Cottage","Booking Hall","","Request from CSA  that I should attend the barrier , I asked why she said just attend the barrier because I have a customer problem.  
On arrival CSA informed me that she notice 3 boys trying to get through the WAG. She then approached them to ask why are they standing by the WAG and trying to get through and do they have tickets to travel.  
As per CSA a lady appeared shouting at her stating that they are Autistic and  why is she picking on them. CSA informed me that she was just asking to assist them.  As per CSA Female carer just started threating her with abuse about making CSA lose her job for the way she was taking to the 3 boys.
CSA called the CSM to the barrier to speak with the lady carer ,the lady carer started shouting at CSA as she explained to me . I had to explain  to the customer to remain calm and do not raise her voice to staff or myself and we can all speak in an orderly manner.
CSA went on to inform me that the female carer knocked her phone out of her hand and has broken the screen. CSA went on to call the police and report the matter. Customer left with the 3 boys and CSM touched gate 40 three times . Female carer refused to any details and witness details taken.
EIRF to follow and CCTV will be viewed. CSA has been asked for an email on her assault. Email to staff to contact CSM office if they require Trauma support.","Threat","","CSA1","","","","","","","","","","","",5,"","","Staff was being accused of harassing 3 boys by their carer, witness informed CSM and BTP that that was not the case. Witness gave short account and details to BTP.
CCTV findings as follows:
At 17:11 3 boys seen by the WAG gate line ticket hall.
At 17:11:37 CSA seen talking to the boys at the WAG
At 17:13  female carer seen at WAG talking CSA.
At 17:17:09 CSA seen talking to the female witness when the Female carer seen on camera 13 hitting the CSA mobile phone across the ticket hall area. CSA went to call the CSM via the auto phone. 
At 17:17:23 witness went to pick up CSA mobile phone.
At 17:18:40 CSM arrives in the ticket hall.
At:17:44:51 CSM touch gate 40 three times as carer left to go to platforms.
Female carer was wear brown and ,light brown blouse top. Jeans, about 5 foot 9, light brown braided hair wig and pink shoes .
BTP officers B429 and B403 spoke to CSA and CSM, they Well request CCTV and statement when necessary.
Female carer and 3 boys left the station on N/B train 17:50.","UK_IRF001286929","485 – 11/08/2023.",20230811
"UK_IRF001286965","X","","2023-08-12",2023,"AUG","SAT","04:00","04","Camden Town","Booking Hall","","04:05 it was reported that a male was following two girls and had asked CSA1 to request the police as they did not feel safe because he had been following them for the last ten minute.
CSM and CSA1 were on the gate line to assist ,stopping the boy follow the girls down  to the platform, This is where some grappling started up between the male and the CSM1 and CSA 1 
CSA 1 was also kicked on the leg,
Police were requested at 04:24
BTP arrived at 04:44, left at 05:55 man removed from the station, CSA did not want to press charges
No details from the girls who were involved","Physical","","CSA1","","","","","","","","","","","",5,"","","Duty of care was given to CSA and he was not interested in further action.
Reported to BTP  - Ref:78 of 12/03/2023
04:55hrs - BTP  confiscate  female freedom pass in his possession and removed male from station.","UK_IRF001286965","BTP Re: 78 of 12/03/2023",20230812
"","X","","2023-08-12",2023,"AUG","SAT","09:33","09","","None","","A SDTS was called to a report of a passenger exposing themselves and attempting to touch females on board the train.  Passenger then accessed the track.  When the SDTS approached the passenger they became aggressive and grabbed the SDTS","Verbal","","","","","","","","","","","","","",5,"","","BTP requested, the passenger was arrested","191989","176",20230816
"UK_IRF001287084","X","","2023-08-12",2023,"AUG","SAT","10:43","10","Woodford","Booking Hall","","Customer verbally abused and shown threatening behaviour to CSA S Hussain. CSA pressed his red button on radio LUCC came on the radio do you need police he said yes. CSS C Burke went to assist CSA DRM P Santos arrived 11:00am BTP arrived at 11:05 CSM Underhill arrived at 11:15","Verbal","","CSA1","","","","","","","","","","","",5,"","","Man taken away at 11:27 and viewed cctv 17/18/21","UK_IRF001287084","9843 12/08/2023",20230812
"UK_IRF001287084","X","","2023-08-12",2023,"AUG","SAT","10:43","10","Woodford","Booking Hall","","Customer verbally abused and shown threatening behaviour to CSA S Hussain. CSA pressed his red button on radio LUCC came on the radio do you need police he said yes. CSS C Burke went to assist CSA DRM P Santos arrived 11:00am BTP arrived at 11:05 CSM Underhill arrived at 11:15","Verbal","","CSA1","","","","","","","","","","","",5,"","","Man taken away at 11:27 and viewed cctv 17/18/21","UK_IRF001287084","9843 12/08/2023",20230812
"UK_IRF001287192","X","","2023-08-12",2023,"AUG","SAT","23:25","23","Cannon Street","Booking Hall","","There was a signalling systems failure at around 2320 Hours on District Line, CSM AM was conducting an Hourly Security check around station, Westbound services were blocking back and remained on platforms for lengthy times (5-10 minutes) due to signal failures at Earls court and Westbound trains detraining at South Kensington to reverse and come back Eastbound.
2330 Hours CSM AM was making their way back from Station Entrance after directing customers to use Bank Station for Central line services when CSM AM approached gate line, CSA EG was talking to a male customer (suspect) and I was informed by CSA EG that they ned my assistance as there were a few customers who needed advice to continue their journey/s.","Verbal","","CSM2","","","","","","","","","","","",5,"","","I took this male to other side of Ticket Hall next to SCU, I was advised by customer that they were travelling to Waterloo and CSA EG advised customer to wait for myself to assist them.
The make then advised me that they missed their 2335 Hours train to Southampton, I then advised male to wait near control room window to see if I can find them an alternate route.
CSM AM went into office and checked on National Rail Enquiries for any other trains going to Southampton, unfortunately no train service was found and only services to Southampton resuming on Sunday Morning. I advised customer the details by using the speakerphone from inside control room, they then got very angry and started to verbally abuse me. By this time CSA EG then made their way into control room, I sympathised with the customer and advised that there is no other routes available for tonight and apologised for the delays to the District Line service. I then advised that any compensation for the delays can be dealt with by Customer Services. The male again started to verbally abuse me and added some swear words in punjabi (which I could understand). I again apologised and requested customer not to use this abusive language, they then told me ""that they will be waiting for me outside"" and began filming me on their personal phone.
Male then walked away and waited at Station entrance for approx 5 to 10 minutes. Upon this point for the safety of myself and my staff I called BTP on Auto 109, advised them of the situation and they advised a unit is on route. Ref No given was 13/08/2023/006, BTP officers arrived within 10 minutes by this time male had left on street level, BTP were at the time dealing with a drunk male who was possibly apprehended at Bank Station. They advised me they will be back for a statement at some point before my shift ends at 0700 (13.08.2023).
The incident above was witnessed by CSA EG who was in the control room at the time.
The description of the male was as follows:- 
South Asian descent, 25 to 35 years of age, blue/black jeans with blue/black coat with black hoodie, carrying a rucksack, medium build with stubble/short beard, short cropped hair with fade to side and back of head carrying an umbrella.
If a download is required then please note the following:-
Time:- 2315 to 2355 Hours 
Date:- 12th August 2023
Cameras:- 001, 005, 006 & 007","UK_IRF001287192","",20230813
"UK_IRF001287169","X","","2023-08-12",2023,"AUG","SAT","18:00","18","Whitechapel","Gate line","","Approximately 1800 CSA was approached by customer for disabled toilet and advised that facilities are only for radar key holders.
Customer was angry by this and became verbally abusive, whilst demanding to see manager.
Customer then entered the GLAP and began to strip and said they will defecate in the GLAP.
After being told by CSA that this area is not permissible for customers, they then exit the GLAP and began to push the CSA whilst verbally abusing them. 
CSA then called on radio, asking for BTP assistance on gate line area. Meanwhile, another customer had intervened the situation.
BTP arrived on gate line approximately 1805 and spoke to abusive customer. BTP then removed customer from the station.","Physical","","CSA1","","","","","","","","","","","",5,"","","Customer was under the influence of alcohol and was angered that they were not able to use the disabled toilet facilities.","UK_IRF001287169","",20230812
"UK_IRF001287093","X","","2023-08-12",2023,"AUG","SAT","14:34","14","Green Park","Gate line","","CSA 1 witnessed a male passenger enter without paying.  he then as a result, gave her the middle finger and called her a “n****r”  - Verbal & Gesture Abuse - Revenue Dispute / Touting - Employee did not request support from their manager.  WASSB 3008958 generated.","Verbal","","CSA1","","","","","","","","","","","",5,"","","At 1434 while undertaking her gateline duties, CSA 1 observed a male passenger who did not pay to enter the station.  As a result, this passenger gave a rude gesture followed by a racist slander towards CSA.  CSS 1 provided duty of care and support and CSA 1 said she was ok.  This has been reported and escalated.","UK_IRF001287093","",20230812
"UK_IRF001287100","X","","2023-08-12",2023,"AUG","SAT","14:55","14","Shepherds Bush","Booking Hall","","14:55 CSA_OO (FB23 11:00 to 19:30) reported to me that she wanted to book of due to ""non-stop abuse"". When asked if she was ok, she said she was, but she felt like it had been happening all day.

Abuse was not racially aggravated and it was not one incident that has caused this, but multiple cases of verbal abuse.

Basic duty of care offered and the CSM team at MAA have been advised so they can follow up.

I have advised CSA_OO to make contact with her CSM team in order to update them on her situation.","Verbal","","CSA1","","","","","","","","","","","",5,"","","CSA_OO stated that she felt like she was constantly verbally abused while carrying out her duty.","UK_IRF001287100","",20230812
"UK_IRF001286978","X","","2023-08-12",2023,"AUG","SAT","06:18","06","Harrow on the Hill","Gate line","","Male, unsteady on his feet. Double gated behind paying customer. Staff asked him where his ticket was. Male turned round and started shouting 'I don't give a f*** about you' and kept shouting it on his way out of the station","Verbal","","CSA1","","","","","","","","","","","",5,"","","CSA activated his BWC to record incident. male left the station","UK_IRF001286978","",20230812
"","X","","2023-08-13",2023,"AUG","SUN","23:07","23","","Passenger Train (in car)","","Abuse. Driver of tram 2546 has been verbally threatened when asking a member of the public to not hold the doors and prevent the tram departing.","Verbal","","","","","","","","","","","","","",5,"","","Abuse. Driver of tram 2546 has been verbally threatened when asking a member of the public to not hold the doors and prevent the tram departing.","192778","",20230825
"UK_IRF001287188","X","","2023-08-13",2023,"AUG","SUN","00:35","00","Tottenham Hale","Booking Hall","","0035.

Mixed race male cake off escalator into paid side area of ticket hall and stared at CSA1 sited next to gateline Glap.
Male proceeded to double shuffle out behind another customer.
Male then stood on unpaid side staring at CSA1.
CSA 1 approached male and asked if he needed any assistance.
Male began to be offensive towards CSA 1.
He then proceeded to show CSA1 a Machete he had hidden on his person.
He told CSA1 to 'Back away before I stick this up your arse'.
CSA1 gave male no issue with space but was mindful of members of the public passing by and moved away.
Male left the station swiftly and could not be located after walking out.

Description of male:
Mixed race. Stocky. Beige jacket. Track suit bottoms. Backpack. Approximately 20 years of age.","Threat","","CSA1","","","","","","","","","","","",5,"","","Unprovoked threat to a member of staff whilst obviously travelling without ticket or regard for station staff.
Not known if actions were fuelled by alcohol or drugs.

Attempt was made to contact BTP about the male and the incident.
No response on 109 despite holding for a prolonged period of time.
Male no longer present so police attendance not required but do require incident reference number.
Requesting incident reference through 61016 mail box which will be added to station log entry when BTP finally respond.","UK_IRF001287188","",20230813
"UK_IRF001287443","X","","2023-08-13",2023,"AUG","SUN","00:35","00","Leicester Square","Booking Hall","","23;25 two ladies were tying and approached L68 saying they were assaulted by someone outside on the street, Both were intoxicated. They came into the control room and M8 advised that it was a Met issue and they sat down crying. Called 999 from my mobile and Met control centre said they will send an officer down  00:18 the two ladies were send out at exit 4 to wait for the police. 00:30 hrs they came back in while I was signing in contractors.
I asked them politely if they could go up and wait for the Met officers and they said “NO” and will be waiting in the ticket hall and I mentioned that the area is not safe. The lady  which was wearing a pyjama design top and trousers started to swear at me several times repeatedly  again and called me abusive names. This was witnessed by all the contractors with Data Tech.

BTP advised ref No 14 was generated.

Met officers arrived at 00:56hrs. AW1347 & AW1334

BTP offices called at 01:02hrs and mentioned they were 7 minutes away. BTP  arrived 01:15hrs  Sargent 0944 took a brief statement and said he will be in touch","Verbal","","CSM1","","","","","","","","","","","",5,"","","Intoxication","UK_IRF001287443","",20230814
"","X","","2023-08-13",2023,"AUG","SUN","12:00","12","","None","","A PSA was trying to awake an intoxicated passenger sleeping on the train. The passenger became aggressive and attempted to strike the PSA","Physical","","","","","","","","","","","","","",5,"","","Unknown","192674","",20230824
"","X","","2023-08-14",2023,"AUG","MON","12:44","12","","Passenger Train (in car)","","Abuse. Control was informed by Revenue Staff that a customer onboard tram 2555 had been abusive and violent towards Transport For London (TFL) staff and other customers on the tram.","Verbal","","","","","","","","","","","","","",5,"","","Passenger and Driver welfare checked, no problems reported. Area monitored via CCTV. British Transport Police (BTP) called. CCTV evidence saved","192792","unknown",20230825
"UK_IRF001287538","X","","2023-08-14",2023,"AUG","MON","09:58","09","Southwark","Booking Hall","","09:58 Black male middle aged approached the gate line with a folded electric scooter, wearing a blue black and white top, dark jeans, and trainers. His young son is with him carrying a dog. CSA at the gate line informs him electric scooters are not allowed. Customer requested to talk to a manager as he is coming every day. 10:00 CSS attends the gate line and explains the customer the reasons he can not take a scooter into the system.  Customer understands, but demands the employee number and name of the CSA ,as he wants to complain.  I explained he only needs the station and the time to complain. As he insisted on a name, I told him, he could use mine. 10:10 Line Manager arrives and tries to talk to him. He says he has vision problems; he is disabled; he crosses the gate to take a photo of the CSA. As he was shouting loudly  his son started to cry. Customers were concerned too. He was in the paid side trying to come out thought the entry side. I opened the door to let him out and I went to comfort his child. He comes out and grabs my right arm pushing at the same time. CSA pressed the emergency PIA on the radio. He goes away.","Physical","","CSS1","","","","","","","","","","","",5,"","","He is known at the station, he ignores staff. 
Today incident can be seen

CSA recorded incident on camera 465421  
Cameras 9, 48, 50 80 and 112

*** SHE D&A NOTE:  Suspect was arrested by BT Police on 16/08/23 as he came through station again. ***","UK_IRF001287538","179 14 08 2023",20230814
"UK_IRF001287759","X","","2023-08-15",2023,"AUG","TUE","11:05","11","Becontree","Gate line","","Cubic engineer was trying to fix the wide aisle when a man pushed him out of the way","Physical","","","","","","","","","","","","","",5,"","","fare evading","UK_IRF001287759","",20230815
"UK_IRF001287677","X","","2023-08-15",2023,"AUG","TUE","04:55","04","Stratford","Booking Hall","","Two IC1 white females by Pret coffee shop started abusing Pret staff because they would not let them charge their phones and tried to force themselves into the shop by kicking at the door. Pret staff were preparing their shop to open and told them they are still closed and cannot charge their phones. One of the girl stabbed the Pret female staff with like a black possibly plastic knife on her shoulder. tHe other member of staff from pret was spat at and kicked. A19 and S36 heard and saw the commotion and went to assist. At the same time A1 and S52 who were on LU3 gateline saw the incident and came over to LU4 to assist. The two female started thrashing the Pret tables and chairs. They then started to use the metal poles from Pret furniture to attack staff with it. The tall female then got pushed in the scuffle to the floor then got up and put her hand in her pocket pulling out the black knife like weapon and was charging forward to try and stab A19. S52 held her from the back to constrain her. The small female then tried to get attack A19 with the metal pole. A19 grabbed the pole to try and remove it from her to protect herself. The small female then grabbed another pole and tried to attack A19 again. A19 grabbed this pole and removed it from her. The small female then punched A19 in the side of the head getting her in the ear and knocking her glasses from her head injuring her nose and the side of her head
BTP called at 04:50  Ref 73.
BTP attended 04:53.
The 2 IC1 ran over to the Westfield exit where that part of the station was not due to open until 05:00where the police were able too arrest them.
The BTP left the station with the 2 IC1 at 05:00.","Physical","","","","","","","","","","","","","",5,"","","The 2 IC1  wanted to charge there phones in a tenancy that was closed.","UK_IRF001287677","",20230816
"UK_IRF001287677","X","","2023-08-15",2023,"AUG","TUE","04:55","04","Stratford","Booking Hall","","Two IC1 white females by Pret coffee shop started abusing Pret staff because they would not let them charge their phones and tried to force themselves into the shop by kicking at the door. Pret staff were preparing their shop to open and told them they are still closed and cannot charge their phones. One of the girl stabbed the Pret female staff with like a black possibly plastic knife on her shoulder. tHe other member of staff from pret was spat at and kicked. A19 and S36 heard and saw the commotion and went to assist. At the same time A1 and S52 who were on LU3 gateline saw the incident and came over to LU4 to assist. The two female started thrashing the Pret tables and chairs. They then started to use the metal poles from Pret furniture to attack staff with it. The tall female then got pushed in the scuffle to the floor then got up and put her hand in her pocket pulling out the black knife like weapon and was charging forward to try and stab A19. S52 held her from the back to constrain her. The small female then tried to get attack A19 with the metal pole. A19 grabbed the pole to try and remove it from her to protect herself. The small female then grabbed another pole and tried to attack A19 again. A19 grabbed this pole and removed it from her. The small female then punched A19 in the side of the head getting her in the ear and knocking her glasses from her head injuring her nose and the side of her head
BTP called at 04:50  Ref 73.
BTP attended 04:53.
The 2 IC1 ran over to the Westfield exit where that part of the station was not due to open until 05:00where the police were able too arrest them.
The BTP left the station with the 2 IC1 at 05:00.","Physical","","CSS1","","","","","","","","","","","",5,"","","The 2 IC1  wanted to charge there phones in a tenancy that was closed.","UK_IRF001287677","",20230816
"UK_IRF001287971","X","","2023-08-15",2023,"AUG","TUE","15:00","15","Goldhawk Road","Booking Hall","","Around 1500 on 16.08.2023, a lady with a pram approaches the WAG, attempting to use the WAG. It would seem the WAG was unresponsive. I came out the office to assist the lady. I couldn't get the WAG to respond either. I went to release the WAG from the SKU. On my return, a young man aged 29 to 24 of East African decent, approaches the lady asking if she required any help. He was standing very close to her. She looked very scared. I said 'No, she's good'. He then said he wanted to speak to me and pushed through the WAG, heading toward the station exit. I opened the WAG using the keypad and let the lady out. The young man returned. He said he was suppose to be meeting his sister, and could I call her phone for him. I said I couldn't but he could ask at the local shop on the left. A gentleman, wearing camel coloured shirt and trouser, was waiting patiently behind. The young man turn around and asked him something. The gentleman, just ignored him and approached me. I said 'could I help you?'. The gentleman said 'I would like to go to Charring Cross'. At this point the young man became aggressive and was in the gentleman's face. The gentle man said' are you ok?'. The young man was really angered by the question, he put down his drink and may be bag, on the floor. He turned the face the gentleman with his hand in his waistband, threating to slash the gentleman. I pleaded with him to let the gentleman continue his return. He directed his attention towards me and the gentleman was able to get through the gate. I told the young man that we can't control the actions of other, only our own. There was another customer waiting behind. I directed my focus on the customer and then the young man left. This experience was very nerve wrecking as I felt the gentleman were in great danger. I customer later approached me to see if I was okay. This was appreciated","Threat","","CSA1","","","","","","","","","","","",5,"","","The young man was wearing an Adidas tracksuit ,open with a navy t-shirt, his hair was styled as an open afro and he had a McD'S cup with a can drink underneath. He smelt as if he had been drinking.

This incident was reported in detail on 17.08.2023 by the member of staff on duty when the incident occurred. The member of staff felt overwhelmed by the incident and broke in to tears. A CSM then visited Goldhawk road station and provided duty of care, contacted trauma support and informed BTP of the incident.","UK_IRF001287971","440 (16.08.2023)",20230816
"UK_IRF001287983","X","","2023-08-15",2023,"AUG","TUE","15:00","15","Goldhawk Road","Booking Hall","","Around 1500 on 15.08.2023, a lady with a pram approaches the WAG, attempting to use the 
WAG. It would seem the WAG was unresponsive. I came out the office to assist the lady. I couldn't get the WAG to 
respond either. I went to release the WAG from the SKU. On my return, a young man aged 29 to 24 of East African decent, 
approaches the lady asking if she required any help. He was standing very close to her. She looked very scared. I said 'No, 
she's good'. He then said he wanted to speak to me and pushed through the WAG, heading toward the station exit. I 
opened the WAG using the keypad and let the lady out. The young man returned. He said he was suppose to be meeting 
his sister, and could I call her phone for him. I said I couldn't but he could ask at the local shop on the left. A gentleman, 
wearing camel coloured shirt and trouser, was waiting patiently behind. The young man turn around and asked him 
something. The gentleman, just ignored him and approached me. I said 'could I help you?'. The gentleman said 'I would like 
to go to Charring Cross'. At this point the young man became aggressive and was in the gentleman's face. The gentle man 
said' are you ok?'. The young man was really angered by the question, he put down his drink and may be bag, on the floor. 
He turned the face the gentleman with his hand in his waistband, threating to slash the gentleman. I pleaded with him to let 
the gentleman continue his return. He directed his attention towards me and the gentleman was able to get through the 
gate. I told the young man that we can't control the actions of other, only our own. There was another customer waiting 
behind. I directed my focus on the customer and then the young man left. This experience was very nerve wrecking as I felt 
the gentleman were in great danger. I customer later approached me to see if I was okay. This was appreciated","Threat","","CSA1","","","","","","","","","","","",5,"","","The young man was wearing an Adidas tracksuit ,open with a navy t-shirt, his hair was styled as an open afro and he had a McD'S cup with a can drink underneath. He smelt as if he had been 
drinking.

This incident was reported in detail on 16.08.2023 by the member of staff on duty when the incident occurred. The member 
of staff felt overwhelmed by the incident and broke in to tears . A CSM then visited Goldhawk road station and provided duty 
of care, contacted trauma support and informed BTP of the incident.","UK_IRF001287983","440 (16.08.2023)",20230816
"UK_IRF001287815","X","","2023-08-15",2023,"AUG","TUE","18:31","18","Turnpike Lane","Booking Hall","","Using CCTV cameras 234,222,236 and 274 and CSM1 own version of events

18:30 CSA1 asks someone to assist with a customer who has tried to refund an oyster card but for whatever reason it has failed. 
18:31 CSM1 is on his meal break but CSS meal break cover was busy with another task so CSM1 said he would come out to assist
18:31:14 CSM1 comes out asks the Male1 to come to the POMS. He is unhappy but also has a clear smell of beer on him and appears a bit intoxicated. CSM1 explains that he didn't have enough money on the oyster to begin with and the £5 deposit is no longer valid on new oyster cards. The male has a poor understanding of English and CSM1 tries to explain that he can’t help him, and he will have to ring the oyster number on the back of the card, He starts shouting aggressively. CSM1 explains that there is literally nothing I can do in station to resolve this issue and apologises that he cannot help him.
18:33:24 CSM1 walks off and the male starts swearing at CSM1 as he walks off. he flicks the oyster card at the CSM1 which misses the CSM1 he then starts to walk to the station exit.
18:33:32 Male1 throws the full can of beer he is holding at a very fast and aggressive speed and action towards CSM1 who is about 5 meters away walking back to the station control room. The Can of beer hits the CSM1 square on the inside left ankle which makes the beer can spray beer all over CSM1 trousers and arms and over his shirt. 

CSM1 has a swollen left ankle and bruising but is ok to finish duty albeit in some discomfort. He will seek his own treatment at home by applying some ice to the ankle when he finishes at 23:00","Physical","","CSM2","","","","","","","","","","","",5,"","","Drunk male unhappy at losing money from a refunded oyster throws a full beer can at member of staff","UK_IRF001287815","588 15/08/23",20230815
"UK_IRF001288131","X","","2023-08-15",2023,"AUG","TUE","13:04","13","Hainault","Booking Hall","","13:45 CSS S Bartholomew on Gateline as Black Female and her son walked through Wide Angled Gates 
13:45 CSS approached customer to ask fir valid travel ticket for child. Customer was on phone. CSS waited. Once off phone it was explained that children over the age of 11 should pay and CSS advised customer that they can if living in London apply online for student card. 
13:47 Black Male leaning close to my right side taps me and tells me to run after a gate pusher that i didn't see as I was speaking with the Black female regards her child. I explained i didn't see him. I was shouted at and called a Racist Bitch.  I tried to ignore the man but he kept shouting it out loud. The Black female started to get loud calling me racist and waving her arms around in anger. I walked away 
13:48 I reproached the female and said I'm sorry i really wasn't being racist and she said  was .
13:49 I was quite shaken as i went into the control room.","Verbal","","CSS2","","","","","","","","","","","",5,"","","Altercation due to unpaid fare EIRF raised mainly to raise awareness in case customer decides to complain . Proof of not seeing the fare-dodger and altercation on CAM 52","UK_IRF001288131","",20230817
"UK_IRF001288001","X","","2023-08-16",2023,"AUG","WED","18:07","18","West Ruislip","Running Line (open)","","At 18:07 hours train 061 delayed departing West Ruislip because of a male aged 50 been aggressive towards the train and the staff on the platform.
Train 061 was running early for it's eastbound trip to Epping. Service Control informed Station staff that train 061 would be held until 18:08 hours and be the second train to depart. A PA was made to inform passengers
Train 043 arrived at West Ruislip and departed. 
The male was on train 061 and started to hit the train and shouting about the delay. The West Ruislip Train Manger and the CSS both went to the platform. They requested the male to leave the station because of the manor of his behaviour. He departed the station and the train departed the station.","Verbal","","TO21","","","","","","","","","","","",5,"","","Delay 7 Minutes

Cause: Customer action Male acting aggressively toward the train and staff because of the train service","UK_IRF001288001","",20230817
"UK_IRF001290066","X","","2023-08-16",2023,"AUG","WED","21:00","21","Finchley Road","Passenger Train (in car)","","I received a call from Met LIS about a PEA on T435 UXB
When I arrived on the platform the male casualty was in the recovery position and was being tended to by a male who was a serving soldier. It was very busy and there was limited space. A second male was filming and was being told not to by at least two other customers.
As the casualty was stable and in good hands I liaised with the T/Op and then called the Met SC to update them on the situation. 
The male filming was becoming more of a problem and I presented myself as a barrier to protect the dignity of the collapsed male. He said he was asserting his right to film in a public place. I tried to reason with him about the dignity of the injured party and he began swearing and became aggressive. 
Customers continued to argue with him and as I was still on a call to Met SC I advised that we may need to detrain the train to ensure we could protect the dignity of the injured party and until we could ascertain the next best step.
At this point the male opened his eyes and the soldier myself and another member of the public assisted him off the train and onto the platform.
The train was further delayed from departing as 2-3 cars back from the incident car there was an unattended bag. I was in the process of applying the HOT procedure when the owner returned, it was the male who had been filming. I had words with him about the implications of leaving his bag unattended.
The customer (a Ukrainian national) was now fully alert and mobile, but appeared slightly impaired. He refused to give any details and declined any offers of assistance. He just wanted to travel to WPK.
I was reluctant to allow him to travel as I was concerned for him. The soldier who had been out in Ukraine built a rapport with him and offered to escort him to where he needs to go. I spoke to Met SC and the male travelled up to WPK accompanied by CSA C05 9856917 and the soldier.","Verbal","","CSS1","","","","","","","","","","","",5,"","","Male collapsed on train for unknown reasons","UK_IRF001290066","",20230825
"UK_IRF001288057","X","","2023-08-16",2023,"AUG","WED","22:59","22","Bank","Booking Hall","","23.00  sound of abuse heard across station radio system. AN75 contacted Station control room to advise a member of the public was verbally abusing him next to the gate line assistance point. AN 50 who was collecting the station security wand heard this and promptly arrived at the area and the member of the public departed. AN11 advised AN 76 to go into the messroom. BSCU1 went over from the control room.
BSCU 1,spoke to AN 76 to find out details of what had happened and performed duty of care, making sure he was OK. 
AN 76 advised the customer had double gated out earlier then asked for directions which he gave to exit 3 however when the customer  returned he starting to shout abuse and threw some water from a bottle towards AN 76. AN 76 stated he did not wish the BTP to be called and that he was fit to carry on his duty.

CCTV playback
23.00 00 2 x males push through wide aisle gate 89 
23.00.10 taller male returns towards gate line assistant point shouting 
23.00.12 taller male moves left arm rapidly up, AN 76 moves away
23.00.20 shorter male returns and guides the first male away from the area towards escalator 1
23.00.30 AN 76 contactsthe  station control room","Verbal","","CSA2","","","","","","","","","","","",5,"","","customer shouting abuse and throwing water towards a member of staff.","UK_IRF001288057","",20230817
